No,doi-1,doi-2,cc_frequency,pub1_msa,pub2_msa,pub1_title,pub2_title,pub1_authors,pub2_authors,dc
225,10.1007/BF00384745,10.1016/0012-821X(80)90116-8,125,"Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences","Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences","Geochemistry of eocene calc-alkaline volcanic rocks from the Kastamonu area, Northern Turkey",The application of a Th{single bond}Hf{single bond}Ta diagram to problems of tectonomagmatic classification and to establishing the nature of crustal contamination of basaltic lavas of the British Tertiary Volcanic Province,"Taylor S.R., Peccerillo A.","Wood D.A., Wood D.A.",0
226,10.1007/BF00384745,10.1144/GSL.SP.1986.019.01.04,131,"Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences","Earth and Planetary Sciences, Engineering, Environmental Science, Earth and Planetary Sciences, Engineering, Environmental Science","Geochemistry of eocene calc-alkaline volcanic rocks from the Kastamonu area, Northern Turkey",Geochemical characteristics of collision-zone magmatism,"Taylor S.R., Peccerillo A., Taylor S.R., Peccerillo A., Taylor S.R., Peccerillo A.","Tindle A.G., Tindle A.G., Pearce J.A., Pearce J.A., Harris N.B.W., Harris N.B.W.",0
227,10.1007/BF00018060,"",814,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences","Medicine, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology",Rapid determination of free proline for water-stress studies,Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,"Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P.","Nakano Y., Nakano Y., Nakano Y., Asada K., Asada K., Asada K.",0
228,10.1007/BF00018060,10.1038/227680a0,207,"Agricultural and Biological Sciences, Agricultural and Biological Sciences","General, General",Rapid determination of free proline for water-stress studies,Cleavage of structural proteins during the assembly of the head of bacteriophage T4,"Bates L.S., Teare I.D., Waldren R.P.","Laemmli U.K., Laemmli U.K., Laemmli U.K.",0
229,10.1007/BF00018060,10.1016/0003-2697(71)90370-8,569,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Rapid determination of free proline for water-stress studies,Superoxide dismutase: Improved assays and an assay applicable to acrylamide gels,"Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P.","Fridovich I., Fridovich I., Fridovich I., Beauchamp C., Beauchamp C., Beauchamp C.",0
230,10.1007/BF00018060,10.1016/0003-2697(76)90527-3,1718,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Rapid determination of free proline for water-stress studies,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,"Bates L.S., Teare I.D., Waldren R.P.","Bradford M.M., Bradford M.M., Bradford M.M.",0
231,10.1007/BF00018060,10.1093/jxb/32.1.93,345,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences","Decision Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Environmental Science, Mathematics, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Decision Sciences, Environmental Science, Mathematics",Rapid determination of free proline for water-stress studies,"Leaf senescence: Correlated with increased levels of membrane permeability and lipid peroxidation, and decreased levels of superoxide dismutase and catalase","Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P.","Dhindsa R.S., Dhindsa R.S., Dhindsa R.S., Plumb-dhindsa P., Plumb-dhindsa P., Plumb-dhindsa P., Thorpe T.A., Thorpe T.A., Thorpe T.A.",0
232,10.1007/BF00018060,10.1111/j.1399-3054.1992.tb08764.x,143,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences","Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Rapid determination of free proline for water-stress studies,Water stress induced changes in concentrations of proline and total soluble sugars in nodulated alfalfa (Medicago sativd) plants,"Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P.","Sanchez-Diaz M., Sanchez-Diaz M., Sanchez-Diaz M., Irigoyen J.J., Irigoyen J.J., Irigoyen J.J., Einerich D.W., Einerich D.W., Einerich D.W.",0
233,10.1007/BF00018060,10.1111/j.1399-3054.1983.tb04162.x,166,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences","Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Rapid determination of free proline for water-stress studies,Implications of water stress‐induced changes in the levels of endogenous ascorbic acid and hydrogen peroxide in Vigna seedlings,"Bates L.S., Teare I.D., Waldren R.P., Bates L.S., Teare I.D., Waldren R.P.","Mukherjee S.P., Mukherjee S.P., Mukherjee S.P., Choudhuri M.A., Choudhuri M.A., Choudhuri M.A.",1
234,10.1093/petrology/28.6.1111,10.1144/GSL.SP.1989.042.01.19,101,"Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences, Earth and Planetary Sciences","Engineering, Engineering, Earth and Planetary Sciences, Environmental Science, Environmental Science, Earth and Planetary Sciences",The importance of residual source material (restite) in granite petrogenesis,Chemical and isotopic systematics of oceanic basalts: Implications for mantle composition and processes,"Wyborn D., Chappell B.W., White A.J.R., Wyborn D., Chappell B.W., White A.J.R.","McDonough W.F., McDonough W.F., McDonough W.F., Sun S.-S., Sun S.-S., Sun S.-S.",0
235,10.1016/0370-2693(80)90349-4,10.1016/0370-2693(77)90435-X,202,Physics and Astronomy,Physics and Astronomy,A theory of lepton number violation and neutrino Majorana masses,μ→eγ at a rate of one out of 109 muon decays?,Zee A.,Minkowski P.,0
236,10.1016/0370-2693(73)90490-5,10.1103/PhysRevD.4.1109,108,"Physics and Astronomy, Physics and Astronomy","Physics and Astronomy, Physics and Astronomy",Is the neutrino a goldstone particle?,Quark model of dual pions,"Volkov D.V., Akulov V.P., Volkov D.V., Akulov V.P.","Neveu A., Neveu A., Schwarz J.H., Schwarz J.H.",0
237,"",10.1038/227680a0,234,"Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Medicine","General, General, General, General",Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,Cleavage of structural proteins during the assembly of the head of bacteriophage T4,"Asada K., Nakano Y.","Laemmli U.K., Laemmli U.K.",0
238,"",10.1016/0003-2697(71)90370-8,861,"Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Medicine, Medicine, Medicine, Medicine, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,Superoxide dismutase: Improved assays and an assay applicable to acrylamide gels,"Asada K., Nakano Y., Asada K., Nakano Y.","Beauchamp C., Beauchamp C., Fridovich I., Fridovich I.",0
239,"",10.1016/0003-2697(80)90139-6,279,"Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Medicine, Medicine, Medicine, Medicine","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,Determination of glutathione and glutathione disulfide using glutathione reductase and 2-vinylpyridine,"Asada K., Nakano Y.","Griffith O.W., Griffith O.W.",0
240,"",10.1016/S0076-6879(84)05016-3,999,"Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Medicine, Medicine, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,[13] Catalase in Vitro,"Asada K., Nakano Y.","Aebi H., Aebi H.",0
241,"",10.1016/0003-2697(84)90039-3,204,"Agricultural and Biological Sciences, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology, Medicine, Medicine, Medicine, Medicine, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,Estimation of hydrogen peroxide in plant extracts using titanium(IV),"Asada K., Nakano Y., Asada K., Nakano Y., Asada K., Nakano Y.","Ferguson I.B., Ferguson I.B., MacRae E.A., MacRae E.A., Patterson B.D., Patterson B.D.",0
242,"",10.1016/0003-2697(88)90564-7,176,"Agricultural and Biological Sciences, Medicine, Medicine, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Medicine, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Hydrogen peroxide is scavenged by ascorbate-specific peroxidase in spinach chloroplasts,"Assay of glutathione reductase in crude tissue homogenates using 5,5′-dithiobis(2-nitrobenzoic acid)","Asada K., Nakano Y., Asada K., Nakano Y., Asada K., Nakano Y.","Smith I.K., Smith I.K., Thorne C.A., Thorne C.A., Vierheller T.L., Vierheller T.L.",0
